fantrax_name,fantrax_team,rank,score,name,team,position,matchup count,Date
Kenny Tete,FUL,80,1468.0508250485095,Kenny Tete,,D,1151,2023-08-05
Douglas Luiz Soares de Paulo,AVL,68,1543.378102981315,Douglas Luiz,,M,1370,2023-08-05
Willian,FUL,77,1477.2150917701615,Willian,,F,1399,2023-08-05
Kai Havertz,ARS,66,1559.8610721980965,Kai Havertz,,F,1386,2023-08-05
Richarlison Andrade,TOT,67,1554.804144774881,Richarlison,,F,1240,2023-08-05
Fabian Schar,NEW,48,1737.1255685951714,Fabian Schar,,D,1360,2023-08-05
Diogo Jose Teixeira da Silva,LIV,49,1718.3218569835815,Diogo Jota,,F,1464,2023-08-05
Rasmus Hojlund,MUN,50,1707.8831258936407,Rasmus Hojlund,,F,78,2023-08-05
Andreas Hugo Hoelgebaum Pereira,FUL,51,1703.8980126586043,Andreas Pereira,,M,1411,2023-08-05
Joao Pedro Junqueira de Jesus,BHA,52,1695.0778858717026,Joao Pedro,,F,1356,2023-08-05
Alex Lopera,AVL,54,1671.0265313274035,Alex Moreno,,D,1398,2023-08-05
Bruno Moura,NEW,55,1670.4069848391684,Bruno Guimaraes,,M,1394,2023-08-05
Leandro Trossard,ARS,56,1660.7918179855678,Leandro Trossard,,M,1427,2023-08-05
Said Benrahma,WHU,53,1678.2573507887075,Said Benrahma,,M,1373,2023-08-05
Ethan Pinnock,BRF,47,1750.507366768561,Ethan Pinnock,,D,1402,2023-08-05
Julian Alvarez,MCI,65,1568.9783303463555,Julian Alvarez,,F,1349,2023-08-05
Callum Wilson,NEW,57,1646.77195390241,Callum Wilson,,F,1447,2023-08-05
Jacob Ramsey,AVL,63,1571.7591567902402,Jacob Ramsey,,M,1429,2023-08-05
Virgil van Dijk,LIV,62,1590.8264195073693,Virgil van Dijk,,D,1383,2023-08-05
Dominic Solanke,BOU,64,1571.4493878332873,Dominic Solanke,,F,1239,2023-08-05
James Tarkowski,EVE,60,1612.7741575175241,James Tarkowski,,D,1398,2023-08-05
Ben Mee,BRF,59,1633.393861220229,Ben Mee,,D,1398,2023-08-05
Nicolas Jackson,CHE,58,1643.5952328319463,Nicolas Jackson,,F,1261,2023-08-05
Jose Diogo Dalot Teixeira,MUN,61,1596.369823698109,Diogo Dalot,,D,1333,2023-08-05
Alfie Doughty,LUT,121,1230.8142009721205,Alfie Doughty,,M,1314,2023-08-06
Taiwo Awoniyi,NOT,115,1258.6191560859015,Taiwo Awoniyi,,F,1197,2023-08-06
Iyenoma Udogie,TOT,116,1257.38874043587,Destiny Udogie,,D,1205,2023-08-06
Aaron Wan-Bissaka,MUN,117,1253.0022470935785,Aaron Wan-Bissaka,,D,1277,2023-08-06
Michael Keane,EVE,118,1249.6239321588228,Michael Keane,,D,1338,2023-08-06
Christian Eriksen,MUN,119,1245.1077206358666,Christian Eriksen,,M,1284,2023-08-06
John McGinn,AVL,120,1231.7266090906326,John McGinn,,M,1297,2023-08-06
Emiliano Buendia,AVL,122,1214.585402097644,Emiliano Buendia,,M,1320,2023-08-06
Mateo Kovacic,MCI,132,1156.5484725214264,Mateo Kovacic,,M,1078,2023-08-06
Anthony Gordon,NEW,124,1187.3137610223175,Anthony Gordon,,M,1324,2023-08-06
Ivan Toney,BRF,125,1186.6773613468838,Ivan Toney,,F,1363,2023-08-06
John Stones,MCI,126,1180.0610304135505,John Stones,,D,1341,2023-08-06
Pedro Neto,WOL,127,1175.135999142263,Pedro Neto,,F,1287,2023-08-06
Matty Cash,AVL,128,1173.7926013725635,Matty Cash,,D,1220,2023-08-06
Kevin Schade,BRF,129,1168.0313161824115,Kevin Schade,,M,1311,2023-08-06
Matt Doherty,WOL,130,1164.928828637584,Matt Doherty,,D,687,2023-08-06
Raul Jimenez,FUL,131,1161.1066257529124,Raul Jimenez,,F,490,2023-08-06
Ibrahima Konate,LIV,114,1267.5519518487488,Ibrahima Konate,,D,1312,2023-08-06
Ruben Santos Gato Alves Dias,MCI,123,1202.6393895907581,Ruben Dias,,D,1289,2023-08-06
Dominic Calvert-Lewin,EVE,113,1267.8586618431955,Dominic Calvert-Lewin,,F,1331,2023-08-06
Sandro Tonali,NEW,92,1378.1166008556054,Sandro Tonali,,M,1279,2023-08-06
Christian Norgaard,BRF,111,1281.4910419382095,Christian Norgaard,,M,1356,2023-08-06
Tanguy Ndombele,TOT,177,809.7818119017171,Tanguy Ndombele,,M,528,2023-08-06
Demarai Gray,EVE,93,1369.8515514390865,Demarai Gray,,M,1319,2023-08-06
Dan Burn,NEW,94,1367.6769578888593,Dan Burn,,D,1297,2023-08-06
Willian,FUL,95,1363.2348015680707,Willian,,F,1478,2023-08-06
Brennan Johnson,NOT,96,1359.635122399304,Brennan Johnson,,F,1238,2023-08-06
Gabriel Magalhaes,ARS,97,1349.03433401709,Gabriel Magalhaes,,D,1286,2023-08-06
Abdoulaye Doucoure,EVE,98,1345.7614383430846,Abdoulaye Doucoure,,M,1333,2023-08-06
Noni Madueke,CHE,99,1336.0211093779742,Noni Madueke,,F,1327,2023-08-06
Oleksandr Zinchenko,ARS,100,1328.5337895583048,Oleksandr Zinchenko,,D,1348,2023-08-06
Joe Willock,NEW,101,1327.623349710408,Joe Willock,,M,1317,2023-08-06
Milos Kerkez,BOU,102,1325.5131129814426,Milos Kerkez,,D,679,2023-08-06
Justin Kluivert,BOU,103,1320.9211188659333,Justin Kluivert,,M,1293,2023-08-06
Mykhailo Mudryk,CHE,104,1318.4772719923096,Mykhailo Mudryk,,M,1291,2023-08-06
Evan Ferguson,BHA,105,1306.5337777946745,Evan Ferguson,,F,1282,2023-08-06
Harry Wilson,FUL,106,1305.5838456991796,Harry Wilson,,M,1323,2023-08-06
Ben White,ARS,107,1304.483706414763,Ben White,,D,1294,2023-08-06
Yoane Wissa,BRF,108,1301.1269645289713,Yoane Wissa,,F,1201,2023-08-06
Tomas Soucek,WHU,109,1290.7856583793794,Tomas Soucek,,M,1308,2023-08-06
Conor Gallagher,CHE,110,1282.9244635821558,Conor Gallagher,,M,1274,2023-08-06
Antonee Robinson,FUL,112,1280.5485698776708,Antonee Robinson,,D,1304,2023-08-06
Danny Welbeck,BHA,133,1156.176086652668,Danny Welbeck,,F,1313,2023-08-06
Iliman Ndiaye,SHU,154,1048.9849103282054,Iliman Ndiaye,,M,1290,2023-08-06
Tom Lockyer,LUT,135,1152.9783338305972,Tom Lockyer,,D,1219,2023-08-06
Aaron Cresswell,WHU,160,1006.101928053152,Aaron Cresswell,,D,1153,2023-08-06
Aleksandar Mitrovic,FUL,161,1005.5452152278813,Aleksandar Mitrovic,,F,1514,2023-08-06
Neco Williams,NOT,162,1004.2141553562938,Neco Williams,,D,997,2023-08-06
Malo Gusto,CHE,163,1000.7764839747973,Malo Gusto,,D,654,2023-08-06
John Egan,SHU,164,991.7620255653273,John Egan,,D,1236,2023-08-06
Curtis Jones,LIV,165,983.8193029517197,Curtis Jones,,M,1168,2023-08-06
Jack Robinson,SHU,166,971.3433031697302,Jack Robinson,,D,498,2023-08-06
Matt Targett,NEW,167,970.122441785334,Matt Targett,,D,562,2023-08-06
Alejandro Garnacho Ferreyra,MUN,159,1007.2067962536058,Alejandro Garnacho Ferreyra,,M,1023,2023-08-06
Marc Cucurella,CHE,168,962.9803044724736,Marc Cucurella,,D,502,2023-08-06
Charlie Taylor,BUR,170,945.9197041254151,Charlie Taylor,,D,811,2023-08-06
Anthony Martial,MUN,171,935.7241689968672,Anthony Martial,,F,1080,2023-08-06
Manor Solomon,TOT,172,933.6233038377085,Manor Solomon,,F,828,2023-08-06
Giovani Lo Celso,TOT,173,923.3884595732588,Giovani Lo Celso,,M,332,2023-08-06
Thiago Nascimento,LIV,174,911.38625245627,Thiago,,M,521,2023-08-06
Armando Broja,CHE,175,899.0452052110962,Armando Broja,,F,403,2023-08-06
Jay Rodriguez,BUR,176,896.2397303204638,Jay Rodriguez,,F,375,2023-08-06
Sven Botman,NEW,91,1388.7897265306242,Sven Botman,,D,1230,2023-08-06
Sasa Kalajdzic,WOL,169,950.5548059659257,Sasa Kalajdzic,,F,827,2023-08-06
Vladimir Coufal,WHU,158,1017.3977997978109,Vladimir Coufal,,D,1076,2023-08-06
Cristian Romero,TOT,157,1021.7973102466356,Cristian Romero,,D,1235,2023-08-06
Facundo Buonanotte,BHA,156,1025.1680654714676,Facundo Buonanotte,,M,680,2023-08-06
Leon Bailey,AVL,136,1151.8240357167767,Leon Bailey,,F,1292,2023-08-06
Rodrigo Bentancur,TOT,137,1140.5090179644135,Rodrigo Bentancur,,M,1211,2023-08-06
Lisandro Martinez,MUN,138,1130.8636442739687,Lisandro Martinez,,D,1165,2023-08-06
Amadou Onana,EVE,139,1126.5693862185885,Amadou Onana,,M,1270,2023-08-06
Nathan Ake,MCI,140,1125.9545035870606,Nathan Ake,,D,955,2023-08-06
Oliver McBurnie,SHU,141,1123.5709957848394,Oliver McBurnie,,F,1271,2023-08-06
Levi Colwill,CHE,142,1120.4692737080263,Levi Colwill,,D,1034,2023-08-06
Arnaut Danjuma,EVE,143,1119.178003536681,Arnaut Danjuma Groeneveld,,F,555,2023-08-06
Benoit Badiashile,CHE,144,1118.1773522785859,Benoit Badiashile,,D,1203,2023-08-06
Jurrien Timber,ARS,145,1114.1747920912464,Jurrien Timber,,D,951,2023-08-06
Ivan Perisic,TOT,146,1109.846605326719,Ivan Perisic,,M,1276,2023-08-06
Anel Ahmedhodzic,SHU,147,1099.5895279308786,Anel Ahmedhodzic,,D,1273,2023-08-06
Daniel Podence,WOL,148,1096.3951023851873,Daniel Podence,,F,1260,2023-08-06
Felipe Augusto de Almeida Monteiro,NOT,149,1094.8479592098367,Felipe,,D,935,2023-08-06
Anthony Elanga,NOT,150,1090.2140477616604,Anthony Elanga,,F,458,2023-08-06
Serge Aurier,NOT,151,1064.1531324968269,Serge Aurier,,D,1211,2023-08-06
Odsonne Edouard,CRY,152,1063.569252061877,Odsonne Edouard,,F,600,2023-08-06
Raphael Varane,MUN,153,1059.129881791702,Raphael Varane,,D,1186,2023-08-06
Emerson Aparecido Leite de Souza Junior,TOT,155,1028.0067412019323,Emerson Royal,,D,1122,2023-08-06
Oliver Norwood,SHU,134,1153.0992046972776,Oliver Norwood,,M,1296,2023-08-06
Enzo Fernandez,CHE,90,1395.049187106055,Enzo Fernandez,,M,1349,2023-08-06
Diogo Jose Teixeira da Silva,LIV,45,1762.6747238645282,Diogo Jota,,F,1570,2023-08-06
Dango Ouattara,BOU,88,1409.667519948337,Dango Ouattara,,F,1444,2023-08-06
Morgan Gibbs-White,NOT,24,2128.6794819354654,Morgan Gibbs-White,,M,2080,2023-08-06
Jarrod Bowen,WHU,25,2088.4587558090343,Jarrod Bowen,,M,2040,2023-08-06
Darwin Nunez,LIV,26,2088.099870553296,Darwin Nunez,,F,1925,2023-08-06
Pascal Gross,BHA,27,2063.528313509899,Pascal Gross,,M,1946,2023-08-06
Dominik Szoboszlai,LIV,28,2038.4221011111088,Dominik Szoboszlai,,M,1922,2023-08-06
Lucas Paqueta,WHU,29,2014.053481834251,Lucas Paqueta,,M,1715,2023-08-06
Dwight McNeil,EVE,30,2005.5595030609986,Dwight McNeil,,M,2048,2023-08-06
Bryan Mbeumo,BRF,31,1985.071808177462,Bryan Mbeumo,,F,1774,2023-08-06
Alexander Isak,NEW,23,2129.2819748241227,Alexander Isak,,F,2102,2023-08-06
Luis Diaz,LIV,32,1960.8044154100776,Luis Diaz,,F,2028,2023-08-06
Cody Gakpo,LIV,34,1916.9154687994446,Cody Gakpo,,F,1599,2023-08-06
Moussa Diaby,AVL,35,1915.7840899277605,Moussa Diaby,,M,745,2023-08-06
Reece James,CHE,36,1910.466044043166,Reece James,,D,1793,2023-08-06
Dejan Kulusevski,TOT,37,1905.7703544030594,Dejan Kulusevski,,M,1883,2023-08-06
Pedro Porro,TOT,38,1848.325639998798,Pedro Porro,,D,1467,2023-08-06
Luke Shaw,MUN,39,1846.6748211791528,Luke Shaw,,D,1542,2023-08-06
Andrew Robertson,LIV,40,1845.8745740995585,Andrew Robertson,,D,1464,2023-08-06
Mason Mount,MUN,41,1824.8391511062894,Mason Mount,,M,1569,2023-08-06
Alexis Mac Allister,LIV,33,1919.3132888881628,Alexis Mac Allister,,M,1457,2023-08-06
Ollie Watkins,AVL,22,2130.023125729827,Ollie Watkins,,F,2088,2023-08-06
Christopher Nkunku,CHE,21,2174.8854873249866,Christopher Nkunku,,F,2071,2023-08-06
Michael Olise,CRY,20,2185.0280152190376,Michael Olise,,M,2042,2023-08-06
Erling Haaland,MCI,1,3375.8445576121017,Erling Haaland,,F,1411,2023-08-06
Bruno Miguel Borges Fernandes,MUN,2,3307.7775671680797,Bruno Fernandes,,M,1439,2023-08-06
Mohamed Ghaly,LIV,3,3146.108177601828,Mohamed Salah,,F,1476,2023-08-06
Bukayo Saka,ARS,4,2980.158626187409,Bukayo Saka,,M,1627,2023-08-06
Kevin De Bruyne,MCI,5,2920.49391198388,Kevin De Bruyne,,M,1618,2023-08-06
Trent Alexander-Arnold,LIV,6,2875.2957027295442,Trent Alexander-Arnold,,D,1768,2023-08-06
Kieran Trippier,NEW,7,2688.4440671973816,Kieran Trippier,,D,1996,2023-08-06
Martin Odegaard,ARS,8,2610.058956610545,Martin Odegaard,,M,2007,2023-08-06
James Maddison,TOT,9,2568.184548147918,James Maddison,,M,2094,2023-08-06
Marcus Rashford,MUN,10,2506.2640470818155,Marcus Rashford,,F,2143,2023-08-06
Heung Min Son,TOT,11,2489.6279987605108,Son Heung-Min,,F,2048,2023-08-06
Gabriel Jesus,ARS,12,2476.862251294979,Gabriel Jesus,,F,2080,2023-08-06
Gabriel Silva,ARS,13,2476.7834639272173,Gabriel Martinelli,,M,2081,2023-08-06
Harry Kane,TOT,14,2413.247362604301,Harry Kane,,F,1703,2023-08-06
Jack Grealish,MCI,15,2404.233575900344,Jack Grealish,,M,2120,2023-08-06
Phil Foden,MCI,16,2310.1977550794604,Phil Foden,,M,2127,2023-08-06
Kaoru Mitoma,BHA,17,2273.075278725561,Kaoru Mitoma,,M,2055,2023-08-06
Eberechi Eze,CRY,18,2260.776042438177,Eberechi Eze,,M,2035,2023-08-06
Solly March,BHA,19,2241.0939518069117,Solly March,,M,2128,2023-08-06
Pervis Estupinan,BHA,42,1776.2670556305188,Pervis Estupinan,,D,1626,2023-08-06
Andreas Hugo Hoelgebaum Pereira,FUL,43,1764.1065773532403,Andreas Pereira,,M,1520,2023-08-06
Philip Billing,BOU,89,1395.9141578280787,Philip Billing,,M,1307,2023-08-06
Joelinton Cassio Apolinario de Lira,NEW,46,1761.8384745677859,Joelinton,,M,1530,2023-08-06
Jacob Ramsey,AVL,70,1547.0472428322994,Jacob Ramsey,,M,1521,2023-08-06
Jadon Sancho,MUN,71,1545.349672462541,Jadon Sancho,,M,1422,2023-08-06
Alex Lopera,AVL,72,1532.7476759403169,Alex Moreno,,D,1496,2023-08-06
Rodrigo Hernandez Cascante,MCI,73,1525.0623848849255,Rodri,,M,1441,2023-08-06
Bernardo Mota Veiga de Carvalho e Silva,MCI,74,1521.7426922130053,Bernardo Silva,,M,1405,2023-08-06
Declan Rice,ARS,75,1515.6129502505084,Declan Rice,,M,1418,2023-08-06
Richarlison Andrade,TOT,76,1509.2014755448824,Richarlison,,F,1341,2023-08-06
Miguel Almiron,NEW,78,1497.9820160721258,Miguel Almiron,,M,1305,2023-08-06
Julio Enciso,BHA,69,1547.5803157128146,Julio Enciso,,F,1477,2023-08-06
Mathias Jensen,BRF,79,1486.778615033301,Mathias Jensen,,M,1327,2023-08-06
Hamed Traore,BOU,81,1454.2143191311825,Hamed Traore,,M,1430,2023-08-06
Antony Matheus dos Santos,MUN,82,1449.003693629133,Antony,,F,1445,2023-08-06
Josh Brownhill,BUR,83,1441.7325370076526,Josh Brownhill,,M,1278,2023-08-06
Kenny Tete,FUL,84,1431.8549485572355,Kenny Tete,,D,1240,2023-08-06
Carlton Morris,LUT,85,1426.4458732169287,Carlton Morris,,F,1298,2023-08-06
Anass Zaroury,BUR,86,1423.8130826602007,Anass Zaroury,,M,1297,2023-08-06
Moises Caicedo,BHA,87,1412.4685365694531,Moises Caicedo,,M,1259,2023-08-06
Ben Chilwell,CHE,44,1763.57015900821,Ben Chilwell,,D,1492,2023-08-06
Benson Manuel,BUR,80,1466.9493717439002,Benson Manuel,,M,1305,2023-08-06
Raheem Sterling,CHE,68,1561.9312836785666,Raheem Sterling,,F,1446,2023-08-06
Dominic Solanke,BOU,77,1501.0968719763498,Dominic Solanke,,F,1344,2023-08-06
Youri Tielemans,AVL,66,1570.1084224356564,Youri Tielemans,,M,1351,2023-08-06
Douglas Luiz Soares de Paulo,AVL,67,1563.1130564797547,Douglas Luiz,,M,1463,2023-08-06
Fabian Schar,NEW,48,1736.403015046974,Fabian Schar,,D,1451,2023-08-06
Harvey Barnes,NEW,49,1727.3891867663388,Harvey Barnes,,M,792,2023-08-06
Bruno Moura,NEW,50,1710.5265743421976,Bruno Guimaraes,,M,1498,2023-08-06
Leandro Trossard,ARS,51,1709.402085682027,Leandro Trossard,,M,1527,2023-08-06
Said Benrahma,WHU,52,1702.77053858871,Said Benrahma,,M,1473,2023-08-06
Nicolas Jackson,CHE,54,1677.5454693410138,Nicolas Jackson,,F,1370,2023-08-06
Virgil van Dijk,LIV,55,1667.3008256826356,Virgil van Dijk,,D,1483,2023-08-06
Ethan Pinnock,BRF,56,1656.5877518202747,Ethan Pinnock,,D,1493,2023-08-06
Rasmus Hojlund,MUN,53,1686.416089599844,Rasmus Hojlund,,F,174,2023-08-06
Alex Iwobi,EVE,47,1750.252558810108,Alex Iwobi,,M,1494,2023-08-06
Marcus Tavernier,BOU,65,1588.448039785411,Marcus Tavernier,,M,1524,2023-08-06
Ben Mee,BRF,57,1654.5755229491842,Ben Mee,,D,1509,2023-08-06
Casemiro,MUN,63,1595.7190101150138,Casemiro,,M,1502,2023-08-06
Kai Havertz,ARS,62,1601.5970568923324,Kai Havertz,,F,1499,2023-08-06
James Tarkowski,EVE,64,1592.1136714230454,James Tarkowski,,D,1500,2023-08-06
Callum Wilson,NEW,60,1619.2747910278588,Callum Wilson,,F,1542,2023-08-06
Jose Diogo Dalot Teixeira,MUN,59,1627.1788583306713,Diogo Dalot,,D,1431,2023-08-06
Joao Pedro Junqueira de Jesus,BHA,58,1645.2704474638867,Joao Pedro,,F,1461,2023-08-06
Julian Alvarez,MCI,61,1607.64629404257,Julian Alvarez,,F,1462,2023-08-06
Matty Cash,AVL,121,1209.8580416878056,Matty Cash,,D,1251,2023-08-07
Christian Norgaard,BRF,115,1256.6056022894127,Christian Norgaard,,M,1383,2023-08-07
Aaron Wan-Bissaka,MUN,116,1245.9555070597744,Aaron Wan-Bissaka,,D,1305,2023-08-07
Conor Gallagher,CHE,117,1240.4702709834435,Conor Gallagher,,M,1303,2023-08-07
Matt Doherty,WOL,118,1234.5876926139165,Matt Doherty,,D,716,2023-08-07
Antonee Robinson,FUL,119,1221.0962859908807,Antonee Robinson,,D,1330,2023-08-07
Ivan Toney,BRF,120,1212.559501195589,Ivan Toney,,F,1386,2023-08-07
John McGinn,AVL,122,1207.9681915492918,John McGinn,,M,1340,2023-08-07
Arnaut Danjuma,EVE,132,1173.5341282253407,Arnaut Danjuma Groeneveld,,F,583,2023-08-07
Oliver McBurnie,SHU,124,1192.8269598852805,Oliver McBurnie,,F,1302,2023-08-07
Ruben Santos Gato Alves Dias,MCI,125,1191.9094231137005,Ruben Dias,,D,1318,2023-08-07
John Stones,MCI,126,1190.128721663098,John Stones,,D,1368,2023-08-07
Christian Eriksen,MUN,127,1189.7997200893212,Christian Eriksen,,M,1307,2023-08-07
Michael Keane,EVE,128,1188.0924273032415,Michael Keane,,D,1373,2023-08-07
Ivan Perisic,TOT,129,1181.578025319698,Ivan Perisic,,M,1305,2023-08-07
Benoit Badiashile,CHE,130,1177.5261230578687,Benoit Badiashile,,D,1234,2023-08-07
Pedro Neto,WOL,131,1175.2152273837648,Pedro Neto,,F,1317,2023-08-07
Iyenoma Udogie,TOT,114,1262.5635088029053,Destiny Udogie,,D,1234,2023-08-07
Emiliano Buendia,AVL,123,1199.4650200143235,Emiliano Buendia,,M,1358,2023-08-07
Dominic Calvert-Lewin,EVE,113,1273.1401391621278,Dominic Calvert-Lewin,,F,1361,2023-08-07
Sven Botman,NEW,92,1386.2918924586554,Sven Botman,,D,1266,2023-08-07
Ben White,ARS,111,1280.7047825078253,Ben White,,D,1318,2023-08-07
Leon Bailey,AVL,133,1172.993796342748,Leon Bailey,,F,1315,2023-08-07
Willian,FUL,93,1382.3128583504754,Willian,,F,1503,2023-08-07
Gabriel Magalhaes,ARS,94,1373.3430635490906,Gabriel Magalhaes,,D,1319,2023-08-07
Kenny Tete,FUL,95,1367.5052890957822,Kenny Tete,,D,1271,2023-08-07
Moises Caicedo,BHA,96,1365.0808254180686,Moises Caicedo,,M,1292,2023-08-07
Oleksandr Zinchenko,ARS,97,1364.8566994210412,Oleksandr Zinchenko,,D,1382,2023-08-07
Abdoulaye Doucoure,EVE,98,1347.6567233851167,Abdoulaye Doucoure,,M,1357,2023-08-07
Philip Billing,BOU,99,1346.3878511977812,Philip Billing,,M,1331,2023-08-07
Evan Ferguson,BHA,100,1343.8733218710174,Evan Ferguson,,F,1316,2023-08-07
Taiwo Awoniyi,NOT,101,1335.8578651468224,Taiwo Awoniyi,,F,1231,2023-08-07
Brennan Johnson,NOT,102,1335.0015083743192,Brennan Johnson,,F,1268,2023-08-07
Milos Kerkez,BOU,103,1326.2989801126153,Milos Kerkez,,D,705,2023-08-07
Harry Wilson,FUL,104,1319.5127304236266,Harry Wilson,,M,1351,2023-08-07
Yoane Wissa,BRF,105,1317.6300324112774,Yoane Wissa,,F,1230,2023-08-07
Enzo Fernandez,CHE,106,1316.9483832272326,Enzo Fernandez,,M,1380,2023-08-07
Ibrahima Konate,LIV,107,1311.8013077953415,Ibrahima Konate,,D,1344,2023-08-07
Justin Kluivert,BOU,108,1306.4563236839774,Justin Kluivert,,M,1322,2023-08-07
Joe Willock,NEW,109,1297.5766373926724,Joe Willock,,M,1352,2023-08-07
Alfie Doughty,LUT,110,1295.360535736258,Alfie Doughty,,M,1343,2023-08-07
Tomas Soucek,WHU,112,1280.704057682896,Tomas Soucek,,M,1338,2023-08-07
Raul Jimenez,FUL,134,1167.1926212808949,Raul Jimenez,,F,518,2023-08-07
Daniel Podence,WOL,155,1058.948770628393,Daniel Podence,,F,1289,2023-08-07
Anel Ahmedhodzic,SHU,136,1163.1116158562108,Anel Ahmedhodzic,,D,1304,2023-08-07
Aaron Cresswell,WHU,161,1007.787320826465,Aaron Cresswell,,D,1177,2023-08-07
Emerson Aparecido Leite de Souza Junior,TOT,162,1004.8706275248493,Emerson Royal,,D,1152,2023-08-07
Facundo Buonanotte,BHA,163,1003.8833440354351,Facundo Buonanotte,,M,705,2023-08-07
John Egan,SHU,164,1001.6208074859564,John Egan,,D,1251,2023-08-07
Matt Targett,NEW,165,996.5017503161563,Matt Targett,,D,575,2023-08-07
Curtis Jones,LIV,166,992.4372914389237,Curtis Jones,,M,1184,2023-08-07
Giovani Lo Celso,TOT,167,989.9256998155753,Giovani Lo Celso,,M,341,2023-08-07
Jack Robinson,SHU,168,977.7945280289864,Jack Robinson,,D,509,2023-08-07
Aleksandar Mitrovic,FUL,160,1008.018331108418,Aleksandar Mitrovic,,F,1535,2023-08-07
Charlie Taylor,BUR,169,975.6955558320576,Charlie Taylor,,D,820,2023-08-07
Sasa Kalajdzic,WOL,171,957.8037336568684,Sasa Kalajdzic,,F,832,2023-08-07
Thiago Nascimento,LIV,172,942.7461190649476,Thiago,,M,530,2023-08-07
Manor Solomon,TOT,173,933.7573030336763,Manor Solomon,,F,845,2023-08-07
Anthony Martial,MUN,174,932.8838656836614,Anthony Martial,,F,1092,2023-08-07
Jay Rodriguez,BUR,175,911.2068435703917,Jay Rodriguez,,F,392,2023-08-07
Armando Broja,CHE,176,878.0747762442854,Armando Broja,,F,410,2023-08-07
Tanguy Ndombele,TOT,177,804.2649672606696,Tanguy Ndombele,,M,539,2023-08-07
Demarai Gray,EVE,91,1389.639007854376,Demarai Gray,,M,1348,2023-08-07
Marc Cucurella,CHE,170,968.4809386661664,Marc Cucurella,,D,507,2023-08-07
Neco Williams,NOT,159,1009.3994018980819,Neco Williams,,D,1016,2023-08-07
Malo Gusto,CHE,158,1012.1421335250074,Malo Gusto,,D,680,2023-08-07
Cristian Romero,TOT,157,1027.1699213643885,Cristian Romero,,D,1266,2023-08-07
Rodrigo Bentancur,TOT,137,1156.3807656378608,Rodrigo Bentancur,,M,1235,2023-08-07
Levi Colwill,CHE,138,1153.9799677656015,Levi Colwill,,D,1064,2023-08-07
Mateo Kovacic,MCI,139,1145.77849127698,Mateo Kovacic,,M,1107,2023-08-07
Oliver Norwood,SHU,140,1143.907869206218,Oliver Norwood,,M,1320,2023-08-07
Anthony Gordon,NEW,141,1134.9127584206035,Anthony Gordon,,M,1356,2023-08-07
Nathan Ake,MCI,142,1133.5128893735734,Nathan Ake,,D,987,2023-08-07
Anthony Elanga,NOT,143,1129.9699791645735,Anthony Elanga,,F,488,2023-08-07
Iliman Ndiaye,SHU,144,1116.170481088979,Iliman Ndiaye,,M,1313,2023-08-07
Amadou Onana,EVE,145,1113.7465297504493,Amadou Onana,,M,1299,2023-08-07
Felipe Augusto de Almeida Monteiro,NOT,146,1111.8934504934698,Felipe,,D,964,2023-08-07
Tom Lockyer,LUT,147,1111.088840133404,Tom Lockyer,,D,1252,2023-08-07
Jurrien Timber,ARS,148,1093.2425619075404,Jurrien Timber,,D,978,2023-08-07
Danny Welbeck,BHA,149,1070.7707796576683,Danny Welbeck,,F,1341,2023-08-07
Lisandro Martinez,MUN,150,1067.9628913654653,Lisandro Martinez,,D,1189,2023-08-07
Alejandro Garnacho Ferreyra,MUN,151,1067.7483496107566,Alejandro Garnacho Ferreyra,,M,1042,2023-08-07
Serge Aurier,NOT,152,1066.2291980823047,Serge Aurier,,D,1234,2023-08-07
Odsonne Edouard,CRY,153,1063.480387710095,Odsonne Edouard,,F,626,2023-08-07
Raphael Varane,MUN,154,1062.4599007139852,Raphael Varane,,D,1207,2023-08-07
Vladimir Coufal,WHU,156,1046.3972727386188,Vladimir Coufal,,D,1102,2023-08-07
Kevin Schade,BRF,135,1165.292868556454,Kevin Schade,,M,1336,2023-08-07
Dan Burn,NEW,90,1392.3695492034208,Dan Burn,,D,1327,2023-08-07
Noni Madueke,CHE,89,1392.676492345878,Noni Madueke,,F,1356,2023-08-07
Sandro Tonali,NEW,88,1396.6851996882062,Sandro Tonali,,M,1312,2023-08-07
Jarrod Bowen,WHU,25,2080.57898752143,Jarrod Bowen,,M,2083,2023-08-07
Darwin Nunez,LIV,26,2032.4582396320145,Darwin Nunez,,F,1963,2023-08-07
Pascal Gross,BHA,27,2015.162473523449,Pascal Gross,,M,1995,2023-08-07
Dominik Szoboszlai,LIV,28,2014.2781930282608,Dominik Szoboszlai,,M,1975,2023-08-07
Lucas Paqueta,WHU,29,2006.2880303889194,Lucas Paqueta,,M,1758,2023-08-07
Bryan Mbeumo,BRF,30,1985.8098724299246,Bryan Mbeumo,,F,1817,2023-08-07
Dwight McNeil,EVE,31,1980.4371398587207,Dwight McNeil,,M,2106,2023-08-07
Luis Diaz,LIV,32,1963.7992180773958,Luis Diaz,,F,2046,2023-08-07
Alexander Isak,NEW,24,2117.2531790939815,Alexander Isak,,F,2142,2023-08-07
Cody Gakpo,LIV,33,1929.045480450404,Cody Gakpo,,F,1638,2023-08-07
Dejan Kulusevski,TOT,35,1905.777931187576,Dejan Kulusevski,,M,1925,2023-08-07
